student_id,student_class,board,school_type,district,aggregate_percentage,annual_family_income,budget_for_education,travel_radius_km,needs_hostel,needs_scholarship,gender,caste_category,mark_math,mark_science,mark_social,mark_english,mark_regional_language,apt_logical,apt_verbal,apt_quantitative,apt_social,apt_creative,apt_technical,interest_mathematics,interest_biology,interest_computers,interest_sports,interest_arts,interest_music,interest_social_service,interest_business,interest_nature,interest_writing,interest_politics,interest_cooking,interest_electronics,interest_farming,interest_healthcare,interest_teaching,target_stream,target_course,target_career_cluster,mark_core_subject_1,mark_core_subject_2,mark_elective_1,mark_elective_2
328,12,CBSE,private,Perambalur,62.1,112795,178150,50,True,True,Male,ST,,,,49.6,,64.2,47.1,64.0,54.5,34.5,67.3,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,Science,BSc Physics,Science & Research,83.1,70.3,53.3,54.4
329,10,State Board,government,Coimbatore,55.4,98646,288358,75,False,True,Female,SC,31.7,60.0,75.0,53.3,56.9,62.8,74.6,66.7,91.7,78.8,53.2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Arts,BA Psychology,Education & Social Work,,,,
330,10,CBSE,government,Perambalur,59.4,98980,107248,50,False,True,Male,SC,56.0,78.9,45.1,57.7,59.5,78.9,47.5,79.6,52.8,52.4,94.6,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Science,MBBS/BDS,Healthcare & Medicine,,,,
331,12,State Board,government,Madurai,73.7,59290,152300,75,True,True,Female,OBC,,,,76.1,,68.3,84.9,39.9,78.8,90.6,33.6,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,Arts,BA Economics,Business & Finance,59.7,87.4,71.2,74.0
332,12,CBSE,government,Villupuram,66.2,29208,201578,30,False,False,Female,SC,,,,58.0,,54.8,57.8,70.0,71.7,70.7,40.1,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Commerce,BBA Marketing,Business & Finance,84.4,62.5,57.7,68.6
333,12,CBSE,aided,Villupuram,64.0,63617,47472,75,True,False,Female,General,,,,58.7,,55.2,64.8,75.3,58.0,50.6,43.0,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,Commerce,BMS,Business & Finance,68.2,64.9,59.3,68.7
334,12,Matriculation,private,Coimbatore,67.0,34831,55514,30,True,False,Other,General,,,,64.6,,67.0,34.2,54.6,66.1,62.5,51.4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Vocational,Diploma Engineering,Trades & Skilled Work,68.4,74.8,68.2,59.1
335,12,ICSE,government,Erode,74.4,130626,38907,100,False,True,Female,General,,,,76.9,,57.1,58.3,39.2,86.0,87.5,25.4,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,Arts,BA Social Work,Education & Social Work,76.1,71.9,61.2,85.7
336,12,CBSE,private,Erode,85.1,53229,260800,50,False,True,Female,OBC,,,,83.6,,69.4,91.8,66.2,69.4,41.2,54.4,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,Commerce,BBA Marketing,Business & Finance,83.3,92.7,82.2,83.8
337,12,CBSE,government,Chennai,79.9,30934,57007,100,True,True,Male,General,,,,79.4,,59.3,68.3,84.4,53.3,50.8,52.1,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,Commerce,BMS,Business & Finance,84.2,79.5,71.5,84.9
338,12,ICSE,aided,Salem,70.5,46300,57629,100,False,True,Female,General,,,,62.6,,63.8,73.7,81.9,56.8,54.2,52.2,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,Commerce,BBA Finance,Business & Finance,94.7,85.0,62.1,48.0
339,12,State Board,government,Salem,84.5,83312,39863,20,True,True,Male,General,,,,84.1,,67.4,39.2,58.4,47.1,73.3,89.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,Science,BSc Math,Science & Research,90.0,87.0,87.0,74.5
340,12,Matriculation,government,Perambalur,47.9,38140,230402,20,False,True,Female,SC,,,,43.9,,85.1,64.8,78.6,54.8,61.2,73.7,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Science,BTech/BE,Engineering & Technology,52.4,56.2,58.4,28.8
341,12,State Board,government,Tirunelveli,45.1,31015,280626,10,True,True,Male,General,,,,51.5,,71.1,50.0,63.3,41.5,58.7,89.4,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,Science,Nursing (BSc),Healthcare & Medicine,41.1,57.2,41.1,34.6
342,12,CBSE,government,Chennai,72.5,72762,187747,100,True,False,Male,General,,,,75.8,,69.5,58.4,72.8,48.9,52.7,68.9,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,Science,BSc Agriculture,Agriculture & Environment,68.9,66.0,82.7,68.9
343,10,State Board,private,Madurai,66.2,72837,60050,10,True,True,Other,OBC,64.3,74.7,65.3,65.4,61.1,84.4,66.0,67.6,61.3,50.9,89.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Science,BTech/BE,Engineering & Technology,,,,
344,10,State Board,private,Salem,59.9,39913,100041,50,False,True,Male,OBC,60.7,63.0,42.6,61.8,71.3,64.2,67.8,81.0,50.8,69.2,80.9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Science,Nursing (BSc),Healthcare & Medicine,,,,
345,12,ICSE,government,Erode,77.3,41076,84882,50,True,False,Other,OBC,,,,68.9,,74.4,56.3,72.6,55.0,46.5,73.3,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,Science,Pharmacy (BPharm),Healthcare & Medicine,85.6,75.1,89.1,68.0
346,10,Matriculation,private,Karur,57.5,72088,221977,50,False,True,Female,OBC,50.6,61.0,49.8,59.1,66.9,56.0,66.4,77.3,61.3,46.3,49.6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Commerce,CA Foundation,Business & Finance,,,,
347,12,CBSE,government,Salem,59.0,18799,242432,50,False,True,Other,General,,,,43.5,,67.1,83.4,62.2,88.4,44.8,53.5,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Commerce,CA Foundation,Business & Finance,68.9,65.4,53.3,64.1
348,10,ICSE,private,Salem,99.8,19419,125966,30,False,False,Other,SC,100.0,100.0,99.0,100.0,100.0,55.0,57.8,68.0,29.0,45.7,63.6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Science,BSc Biology,Healthcare & Medicine,,,,
349,12,ICSE,government,Ariyalur,56.4,33700,20100,50,True,True,Other,SC,,,,52.8,,59.1,71.4,75.4,62.0,50.0,43.6,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,Commerce,Hotel Management,Business & Finance,69.7,56.8,55.2,47.7
350,12,ICSE,government,Tirunelveli,75.3,50475,294413,75,False,False,Male,General,,,,67.9,,46.5,67.7,42.0,76.6,65.3,47.5,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,Arts,BA History,Education & Social Work,79.5,83.2,73.8,72.1
351,12,ICSE,private,Trichy,65.7,76782,113601,10,False,True,Male,General,,,,60.3,,64.2,47.8,65.7,52.3,49.8,82.8,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,Vocational,Polytechnic,Trades & Skilled Work,62.6,72.9,58.4,74.2
352,10,Matriculation,government,Tirunelveli,69.8,194908,285604,30,False,False,Male,SC,77.5,79.1,70.5,63.3,58.7,67.4,53.8,73.7,52.5,42.6,69.8,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,Science,BSc Physics,Science & Research,,,,
353,12,Matriculation,private,Thanjavur,71.2,118911,87445,75,False,False,Male,General,,,,69.6,,56.8,52.6,52.1,56.9,65.0,69.9,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Vocational,Polytechnic,Trades & Skilled Work,67.3,70.3,70.8,78.2
354,10,CBSE,private,Cuddalore,69.5,52683,295635,10,True,False,Female,OBC,67.6,78.5,74.1,62.5,64.6,50.2,87.3,47.5,69.8,87.2,30.7,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,Arts,BA Psychology,Education & Social Work,,,,
355,12,Matriculation,private,Dharmapuri,60.5,58970,227871,50,False,True,Female,OBC,,,,57.4,,64.4,55.5,69.7,69.9,48.4,39.5,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,Commerce,BBA,Business & Finance,47.8,58.7,72.4,66.2
356,12,State Board,government,Perambalur,82.5,26849,299684,75,False,True,Male,OBC,,,,84.6,,73.2,50.1,63.6,52.4,60.7,52.6,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,Commerce,Hotel Management,Business & Finance,90.5,89.9,73.8,73.7
357,10,Matriculation,aided,Tirunelveli,46.1,58994,292114,75,False,False,Female,SC,45.3,55.6,46.4,40.4,42.6,74.2,55.8,86.3,48.5,48.5,82.5,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,Science,BTech/BE,Engineering & Technology,,,,
358,10,CBSE,government,Perambalur,66.9,47528,192488,50,False,True,Male,SC,73.5,71.1,67.0,60.0,63.0,79.2,46.7,72.1,36.6,70.8,78.9,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,Science,Nursing (BSc),Healthcare & Medicine,,,,
359,10,CBSE,government,Dharmapuri,52.3,77511,173426,100,True,False,Male,OBC,54.0,51.1,60.0,45.7,50.9,38.2,71.6,57.8,69.7,89.6,39.6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,Arts,BA English,Arts & Media,,,,
360,12,ICSE,government,Namakkal,82.1,30891,260969,50,False,False,Female,General,,,,81.0,,60.7,77.5,71.1,81.0,49.0,11.7,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,Commerce,Hotel Management,Business & Finance,74.4,89.6,85.5,80.0
361,12,CBSE,aided,Coimbatore,82.4,90715,139524,75,True,True,Other,General,,,,80.1,,58.7,65.4,58.7,52.5,43.1,80.9,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,Science,BTech/BE,Engineering & Technology,71.9,77.5,87.9,94.8
362,10,Matriculation,government,Erode,76.2,204064,38964,75,True,True,Other,General,79.0,75.1,79.2,74.4,73.3,67.8,61.5,75.6,66.9,50.5,80.6,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,Science,BTech/BE,Engineering & Technology,,,,
363,12,Matriculation,government,Perambalur,87.8,54885,146447,20,True,False,Other,OBC,,,,88.7,,55.3,68.0,44.4,83.0,77.5,45.1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,Arts,BA Social Work,Education & Social Work,89.0,94.2,81.1,85.9
364,12,Matriculation,private,Karur,60.6,82567,236129,30,True,True,Female,OBC,,,,61.7,,76.2,52.0,70.8,42.2,58.6,89.4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,Science,BSc Chemistry,Science & Research,58.8,74.4,47.6,60.7
365,12,Matriculation,government,Cuddalore,54.3,103997,224315,20,False,True,Female,General,,,,50.4,,44.5,55.2,73.0,48.1,48.4,78.3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Science,MBBS/BDS,Healthcare & Medicine,47.8,62.3,51.5,59.3
366,10,CBSE,government,Karur,47.0,43435,249050,20,False,True,Other,General,54.5,39.0,34.3,44.6,62.6,83.2,53.9,78.2,51.2,48.2,90.4,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,Science,Nursing (BSc),Healthcare & Medicine,,,,
367,10,State Board,government,Karur,40.2,71630,133926,50,False,False,Male,ST,45.5,35.1,36.7,42.7,40.8,67.5,57.4,58.6,51.9,63.6,81.3,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,Science,BSc Biology,Healthcare & Medicine,,,,
368,12,Matriculation,private,Dindigul,75.5,60480,140874,100,True,True,Male,OBC,,,,72.3,,87.2,52.2,57.5,46.5,57.4,76.5,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,Science,Nursing (BSc),Healthcare & Medicine,74.4,78.9,81.1,70.8
369,12,State Board,government,Trichy,74.5,64740,17605,75,False,True,Male,OBC,,,,65.5,,81.0,50.3,63.4,50.7,47.1,50.7,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Commerce,BCom Computer Apps,Engineering & Technology,70.8,81.8,73.2,81.0
370,10,State Board,private,Trichy,93.8,32260,36927,20,False,True,Other,General,94.2,100.0,91.2,96.4,87.3,78.7,48.6,79.9,41.6,39.5,85.7,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,Science,BSc Biology,Healthcare & Medicine,,,,
371,10,Matriculation,aided,Chennai,49.5,61060,285880,30,False,False,Male,General,50.4,49.6,35.6,50.9,60.8,70.3,58.3,65.5,55.9,47.7,97.9,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,Science,Pharmacy (BPharm),Healthcare & Medicine,,,,
372,10,Matriculation,government,Namakkal,62.9,89179,191341,30,False,True,Male,OBC,70.1,61.0,59.2,60.7,63.3,74.6,45.7,80.5,60.8,65.6,94.8,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,Science,BSc Chemistry,Science & Research,,,,
373,12,ICSE,private,Dharmapuri,92.9,191169,287503,100,False,True,Other,SC,,,,88.6,,69.6,26.7,79.4,57.7,45.3,89.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,Science,BTech/BE,Engineering & Technology,97.5,95.8,88.9,93.9
374,10,State Board,private,Coimbatore,81.4,128981,226901,50,False,False,Male,General,70.8,83.9,85.6,87.1,79.8,68.9,46.6,72.3,39.2,44.8,73.5,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,Science,BSc Math,Science & Research,,,,
375,10,Matriculation,private,Villupuram,69.0,335221,231348,30,True,True,Other,General,69.2,72.3,71.8,68.6,63.1,57.3,64.6,51.1,68.3,70.0,22.4,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,Arts,BA Psychology,Education & Social Work,,,,
376,10,ICSE,government,Salem,100.0,32407,173236,75,False,False,Female,OBC,100.0,100.0,100.0,100.0,100.0,76.3,53.9,83.9,31.2,49.5,79.6,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,Science,BSc Biology,Healthcare & Medicine,,,,
377,10,ICSE,government,Madurai,70.8,120314,27174,50,True,True,Male,SC,80.1,69.9,62.0,77.8,64.0,94.9,63.0,72.4,71.7,39.4,88.8,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Science,BSc Chemistry,Science & Research,,,,
378,10,Matriculation,government,Dindigul,56.5,69333,96658,10,False,False,Male,General,64.1,66.6,47.5,52.1,52.0,57.2,47.3,76.5,55.3,53.6,88.8,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,Science,BSc Physics,Science & Research,,,,
379,12,ICSE,aided,Perambalur,74.1,345187,105361,100,False,False,Male,General,,,,73.7,,66.8,93.8,53.6,94.4,75.0,41.1,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,Arts,BA Economics,Business & Finance,82.8,80.3,65.2,68.6
380,12,State Board,government,Karur,90.6,31362,246432,100,False,True,Female,SC,,,,84.9,,78.8,50.6,64.3,42.0,61.7,56.1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Science,BSc Agriculture,Agriculture & Environment,84.5,93.5,90.3,100.0
381,10,ICSE,private,Tirunelveli,70.9,30584,70720,75,False,False,Female,SC,67.8,72.2,59.4,80.8,74.4,44.7,59.5,51.8,63.8,56.7,82.5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Vocational,Paramedical Diploma,Healthcare & Medicine,,,,
382,10,State Board,aided,Villupuram,59.5,37067,14619,20,False,False,Other,OBC,62.6,54.5,58.4,56.5,65.3,50.5,90.8,48.8,84.0,78.6,55.6,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,Arts,BFA,Arts & Media,,,,
383,12,State Board,government,Thanjavur,52.5,10948,17644,20,False,False,Male,SC,,,,54.7,,52.9,84.1,42.8,92.7,75.0,46.3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Arts,BA History,Education & Social Work,43.2,54.3,66.0,44.5
384,12,ICSE,government,Madurai,55.7,39316,287846,20,True,False,Other,General,,,,49.5,,72.6,54.2,57.4,50.0,66.4,42.8,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,Commerce,BCom Computer Apps,Engineering & Technology,54.0,67.1,52.4,55.4
385,10,CBSE,aided,Ariyalur,96.4,32620,261597,20,True,True,Other,General,93.5,100.0,88.4,100.0,100.0,63.6,52.7,93.9,39.6,57.7,76.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,Science,BSc Chemistry,Science & Research,,,,
386,12,ICSE,private,Madurai,62.1,67529,188017,75,False,True,Male,General,,,,55.8,,53.7,66.4,75.2,43.0,72.7,84.8,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Vocational,Animation Diploma,Arts & Media,64.4,75.6,53.4,61.2
387,10,CBSE,government,Trichy,97.8,78700,161922,10,False,True,Other,General,97.3,94.9,96.8,100.0,100.0,58.1,83.5,52.9,79.7,89.5,39.9,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,Arts,BA Social Work,Education & Social Work,,,,
388,12,State Board,government,Dindigul,76.0,268589,18799,10,False,False,Male,SC,,,,81.6,,62.3,46.1,48.4,44.0,67.4,88.7,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,Science,BSc Chemistry,Science & Research,70.7,73.3,79.0,75.6
389,12,CBSE,aided,Ariyalur,86.9,128071,245163,100,False,False,Male,SC,,,,87.4,,44.2,60.1,34.5,58.2,61.8,75.1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Vocational,Paramedical Diploma,Healthcare & Medicine,94.1,83.1,93.2,76.5
390,10,CBSE,government,Coimbatore,68.6,37740,64543,10,True,True,Other,OBC,64.1,79.1,62.5,69.9,67.3,74.9,61.4,68.2,66.6,54.6,45.7,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,Commerce,BMS,Business & Finance,,,,
391,12,CBSE,government,Namakkal,58.5,29181,69749,100,True,True,Male,OBC,,,,66.0,,63.7,73.1,24.1,94.9,94.2,52.3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Arts,BA History,Education & Social Work,42.3,64.7,53.7,65.8
392,12,ICSE,private,Erode,54.9,88746,246850,50,True,True,Other,OBC,,,,51.1,,42.0,46.4,53.2,55.2,76.8,63.7,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,Vocational,Polytechnic,Trades & Skilled Work,50.5,67.1,59.4,46.5
393,12,State Board,government,Coimbatore,60.7,20823,145998,10,True,True,Female,General,,,,59.3,,55.0,53.2,83.0,54.8,48.9,80.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Science,BSc Biology,Healthcare & Medicine,69.5,66.6,46.0,62.2
394,10,State Board,aided,Perambalur,54.5,259151,28458,20,False,True,Other,OBC,48.6,49.3,54.7,56.3,63.5,47.9,44.8,61.7,70.6,63.2,75.6,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Science,BSc Biology,Healthcare & Medicine,,,,
395,12,CBSE,private,Madurai,65.9,153822,15740,50,False,False,Female,OBC,,,,63.0,,90.4,51.2,79.0,55.8,59.4,70.6,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Science,Pharmacy (BPharm),Healthcare & Medicine,64.1,59.6,66.1,76.5
396,12,ICSE,government,Dindigul,80.3,41137,129008,75,False,False,Male,SC,,,,77.6,,73.8,76.2,84.0,88.3,70.7,44.9,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Commerce,BCom Computer Apps,Engineering & Technology,91.1,80.9,73.7,78.4
397,12,Matriculation,government,Dindigul,47.2,15207,97093,75,False,True,Female,OBC,,,,34.5,,85.8,32.9,64.9,47.7,37.6,72.7,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,Science,Pharmacy (BPharm),Healthcare & Medicine,59.8,50.8,49.5,41.5
398,10,CBSE,private,Madurai,77.2,176857,34868,10,False,False,Female,SC,80.5,71.4,77.3,77.2,79.8,56.7,54.9,73.8,59.6,47.0,51.9,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,Commerce,CA Foundation,Business & Finance,,,,
399,12,State Board,aided,Salem,54.3,54632,273664,10,False,True,Female,OBC,,,,44.4,,67.6,56.9,52.4,64.4,60.9,91.2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,Vocational,Fashion Design Diploma,Arts & Media,69.5,47.8,55.0,54.7
400,12,State Board,aided,Villupuram,90.1,161176,94781,10,False,False,Female,General,,,,85.4,,92.3,35.5,77.9,47.5,60.6,86.3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,Science,Pharmacy (BPharm),Healthcare & Medicine,100.0,79.2,100.0,85.9
401,12,CBSE,government,Erode,56.3,16722,272315,50,False,False,Female,OBC,,,,55.9,,93.2,50.8,64.8,74.6,64.5,70.2,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Vocational,Diploma Engineering,Trades & Skilled Work,62.9,55.1,50.4,57.2
402,12,State Board,government,Salem,59.5,37068,175854,20,False,False,Male,SC,,,,57.7,,55.8,59.6,82.6,29.2,68.7,63.7,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Science,BTech/BE,Engineering & Technology,61.2,63.9,56.0,58.9
403,12,State Board,government,Erode,64.1,60126,215389,50,False,True,Female,SC,,,,59.2,,70.7,83.8,47.1,75.8,79.7,41.9,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Arts,BA English,Arts & Media,53.9,72.5,70.2,64.7
404,10,State Board,government,Thanjavur,54.0,62167,91620,20,True,True,Female,ST,46.2,51.3,58.6,53.7,60.1,74.8,51.3,73.4,74.9,54.3,37.8,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,Commerce,Hotel Management,Business & Finance,,,,
405,10,State Board,government,Tirunelveli,64.8,41771,22383,30,False,False,Female,ST,59.6,65.7,52.9,77.4,68.3,51.3,72.1,75.1,70.9,40.7,44.4,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,Commerce,BMS,Business & Finance,,,,
406,12,Matriculation,government,Villupuram,55.9,98546,67349,50,False,True,Other,General,,,,48.5,,63.6,66.0,75.8,50.8,56.3,56.9,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Commerce,CA Foundation,Business & Finance,61.4,58.2,62.1,49.1
407,10,ICSE,private,Salem,59.6,25486,117175,50,True,True,Female,General,49.0,63.8,58.8,64.4,62.0,72.1,81.9,65.7,63.6,50.8,42.9,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,Commerce,BBA Marketing,Business & Finance,,,,
408,12,CBSE,government,Salem,73.1,53428,190846,10,False,True,Other,General,,,,74.0,,82.0,61.2,52.2,55.3,46.4,31.8,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,Commerce,BBA Finance,Business & Finance,71.6,90.2,70.7,58.9
409,12,CBSE,private,Erode,75.5,65923,161816,75,True,False,Female,SC,,,,74.1,,63.4,66.1,71.9,41.9,74.1,85.6,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Science,BSc Biology,Healthcare & Medicine,82.8,72.1,85.7,63.0
410,10,CBSE,government,Villupuram,95.3,90359,170247,30,True,False,Female,OBC,97.9,100.0,100.0,92.6,86.0,76.0,64.0,65.8,71.6,48.6,81.8,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,Science,BSc Agriculture,Agriculture & Environment,,,,
411,12,CBSE,government,Cuddalore,57.7,105799,28024,50,False,True,Male,OBC,,,,43.1,,67.7,70.2,74.4,41.5,46.6,46.6,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,Commerce,BCom Computer Apps,Engineering & Technology,53.8,71.4,61.8,58.4
412,10,Matriculation,government,Karur,89.6,24350,169509,10,True,True,Male,OBC,81.3,88.3,100.0,87.6,90.6,61.8,81.9,45.6,80.7,88.1,31.4,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,Arts,BFA,Arts & Media,,,,
413,10,Matriculation,government,Trichy,91.0,17548,22081,10,False,False,Male,SC,100.0,82.1,89.2,89.3,94.2,77.0,63.5,60.6,49.7,61.6,88.0,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,Science,BSc Math,Science & Research,,,,
414,12,Matriculation,private,Kanchipuram,55.4,166399,240551,100,False,True,Other,General,,,,58.9,,52.4,86.5,48.8,83.2,64.0,40.0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,Arts,BFA,Arts & Media,37.1,54.3,58.9,67.6
415,10,State Board,government,Chennai,43.6,78108,265284,50,True,True,Other,General,27.6,57.8,42.3,41.4,48.9,64.8,82.8,42.2,73.2,81.1,42.7,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,Arts,BA Social Work,Education & Social Work,,,,
416,12,ICSE,aided,Erode,39.5,32899,78097,50,False,False,Male,SC,,,,36.8,,82.9,52.8,78.5,51.0,56.0,71.9,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,Science,BSc Math,Science & Research,52.7,39.9,40.2,28.0
417,12,Matriculation,private,Karur,62.3,207093,114495,50,True,True,Male,OBC,,,,49.8,,55.7,56.5,69.8,58.4,42.2,36.6,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,Commerce,BCom Computer Apps,Engineering & Technology,79.0,54.8,58.1,69.8
418,12,CBSE,aided,Cuddalore,65.5,65679,22174,10,False,True,Other,OBC,,,,69.2,,64.4,45.5,47.4,52.7,54.9,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Commerce,Hotel Management,Business & Finance,71.6,62.5,54.8,69.5
419,10,State Board,aided,Kanchipuram,49.5,153805,80132,50,True,True,Other,General,36.5,44.3,59.8,57.4,49.4,63.2,80.0,40.3,68.0,71.5,50.7,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Arts,BA Political Science,Government & Civil Services,,,,
420,10,Matriculation,government,Chennai,43.9,63197,84177,50,False,True,Other,SC,46.5,43.3,40.9,47.1,41.6,67.3,47.0,69.8,54.4,43.0,85.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Science,Nursing (BSc),Healthcare & Medicine,,,,
421,12,Matriculation,government,Karur,56.7,311327,37537,100,True,False,Male,ST,,,,41.8,,73.0,60.2,49.9,49.0,54.7,46.6,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,Commerce,BCom,Business & Finance,64.6,49.9,59.4,68.0
422,12,CBSE,government,Tirunelveli,99.2,243841,234014,10,True,True,Other,OBC,,,,97.9,,51.3,60.9,88.1,53.4,41.3,86.8,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,Science,BSc Physics,Science & Research,100.0,100.0,98.1,100.0
423,12,ICSE,government,Perambalur,46.4,49061,276590,20,True,True,Other,General,,,,50.4,,68.1,39.8,72.6,46.9,51.4,72.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,Science,BCA,Engineering & Technology,46.9,41.0,49.0,44.6
424,10,State Board,government,Vellore,67.1,130256,259570,20,True,True,Female,General,69.7,63.8,64.8,69.2,68.0,75.4,76.5,75.5,65.2,51.2,40.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Commerce,BBA Marketing,Business & Finance,,,,
425,10,Matriculation,government,Dharmapuri,54.1,100338,123325,75,False,True,Male,OBC,50.0,59.0,46.2,57.5,57.6,67.0,55.4,55.9,45.4,60.5,79.7,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Science,Pharmacy (BPharm),Healthcare & Medicine,,,,
